Str1,elem,PP_radius_s,PP_radius_p,USFE,SurfEne,ISIS,Number,EleNeg_Miedema,EleDensity_Miedema,V0_Miedema,Period,Group,M_Num2,Mass,Radius_Coval,VaporHeat,Ion_Pot_1,Ion_Pot_2,Ion_Pot_3,Radius_vDW,EleNeg_Pauling,No_Spectral_lines,MaxR_Ele_in_Solid,Heat_Capacity,BoilingT,MeltingT,Heat_Fusion,Heat_Sublimation,CohEnergy,DebyeT,Therm_Conduc,Ele_Conduc,S298,Electron_Affinity,Y_wiki,B_wiki,G_wiki,WorkFunc,NsVal,NpVal,NdVal,Nval,NsUnfill,NpUnfill,NdUnfill,NUnfill,Va_Activa,DFTBh,DFTGh,DFTYoung,DFTv0,NDFTC11,NDFTC12,NDFTC44,DFTBhvGh,DFTGvb,DFTGV,DFTpoisson,ratio_bh,Gb2pih,BGsq,GGB32,PackingEff,SpaceGroup,NfVal,NfUnfill,Va_Form,DFTC11,DFTC12,DFTC44,DFTC13,DFTC33,NDFTCxx
fcc,Tc,1.16,1.49,0.239,,7.704,43,5.3,5.93,8.64,5,7,55,97.91,147,550,7.23,14.87,31.9,209,1.9,100,0.45,24283.4,4200,2477,23027.4,648954,6.85,440,0.51,0.7,32.99,0.55,322,281,123,4.9,2,0,5,7,0,0,5,5,4.07,300.01,140.07,363.63,14.694,437.7,231.17,171.8,2.142,3.178,2058.25,0.298,0.707107,15.7637,1.4635,30.5338,0.740481,194,0,0,2.92,437.7,231.17,171.8,231.17,437.7,148.95
fcc,Ru,1.145,1.46,0.536,1.99,14.255,44,5.4,6.13,8.2,5,8,58,101.07,146,580,7.36,16.6,30.3,207,2.2,763,0.43,23864.8,4500,2527,25539.5,667794,6.74,600,1.17,1.35,28.61,1.046,447,220,173,4.71,1,0,7,8,1,0,3,4,5.22,308.82,187.48,467.78,13.941,479.14,223.66,242.47,1.647,4.483,2613.73,0.2475,0.707107,21.099,1.2834,69.0971,0.740481,194,0,0,2.95,479.14,223.66,242.47,223.66,479.14,204.22
fcc,Rh,1.11,1.41,0.437,2.12,10.472,45,5.4,5.45,8.3,5,9,61,102.91,142,495,7.46,15.92,32.8,195,2.28,347,0.41,25581.4,3940,2236,21771.4,554332,5.75,480,1.5,2.08,31.56,1.143,275,380,150,4.98,1,0,8,9,1,0,2,3,4.19,258.76,145.97,368.6,14.204,405.3,185.49,176.51,1.773,3.426,2073.33,0.2626,0.707107,16.4273,1.3314,46.4505,0.740481,225,0,0,2.01,405.3,185.49,176.51,185.49,405.3,154.31
fcc,Pd,1.08,1.37,0.19,1.45,1.845,46,5.45,4.66,8.9,5,10,64,106.42,139,380,8.33,19.42,33,202,2.2,159,0.43,20808.4,3385,1827,16747.2,397327,3.89,274,0.72,0.95,37.82,0.562,121,180,44,5.12,0,0,10,10,0,0,0,0,2.52,169.78,43.34,119.81,15.521,198.02,155.66,69.71,3.918,0.931,672.62,0.3824,0.707107,4.877,1.9793,2.8233,0.740481,225,0,0,1.4,198.02,155.66,69.71,155.66,198.02,53.53
fcc,Ag,1.045,1.33,0.091,0.79,1.273,47,4.35,2.52,10.25,5,11,67,107.87,145,255,7.57,21.48,36.1,172,1.93,145,0.49,25497.6,2436,1235,11304.4,285121,2.95,225,4.29,6.21,42.55,1.3,83,100,30,4.26,1,0,10,11,1,0,0,1,1.71,95.39,28.14,76.87,17.98,115.91,85.13,42.13,3.389,0.522,506.04,0.3657,0.707107,3.1674,1.841,2.4501,0.740481,225,0,0,1.01,115.91,85.13,42.13,85.13,115.91,33.22
fcc,Cs,1.71,2.6,0.002,,0.012,55,1.95,0.17,69.23,6,1,2,132.9,244,64,3.89,25.1,34.6,343,0.79,113,2.7,31401,959,302,2135.3,77037,0.8,38,0.36,0.5,85.23,0.472,1.7,1.6,0.7,2.14,1,0,0,1,1,0,0,1,0.48,1.88,0.61,1.66,116.499,2.17,1.74,1.19,3.08,0.002,71.23,0.3535,0.707107,0.0688,1.755,0.0644,0.740481,229,0,0,0.34,2.17,1.74,1.19,1.74,2.17,0.86
fcc,Ba,1.515,1.887,0.001,,0.013,56,2.32,0.53,38.1,6,2,8,137.33,215,140,2.81,10,37,268,0.89,223,1.5,28302.8,1907,983,7661.8,174589,1.9,110,0.18,0.26,62.5,0.145,13,9.6,4.9,2.7,2,0,0,2,0,0,0,0,1.43,8.35,4.08,10.52,63.161,9.56,7.74,9.67,2.046,0.022,257.69,0.2898,0.707107,0.4591,1.4303,0.9747,0.740481,229,0,0,1.14,9.56,7.74,9.67,7.74,9.56,6.75
fcc,La,1.375,1.705,0.077,0.71,1.331,57,3.17,1.64,22.55,6,3,14,138.91,207,400,5.61,11.43,19.17,240,1.1,293,0.83,27842.2,3643,1194,11304.4,418680,4.47,142,0.14,0.13,56.9,0.558,37,28,14,3.5,2,0,1,3,0,0,9,9,1.52,25.68,14.83,37.31,36.499,39.63,18.7,18.74,1.731,0.135,541.41,0.2578,0.707107,1.6694,1.3157,4.9505,0.740481,194,0,0,1.52,39.63,18.7,18.74,18.7,39.63,15.98
fcc,Ce,,,0.076,1.09,1.268,58,3.18,1.69,21.62,6,4,18,140.12,204,350,6.54,12.31,19.87,235,1.12,133,0.63,26963,3743,1072,9211,314010,4.32,179,0.11,0.12,69.45,0.57,34,22,14,2.9,2,0,1,4,0,0,9,22,1.86,41.73,38.09,87.62,26.375,71.92,26.64,53.98,1.096,0.481,1004.71,0.1501,0.707107,4.287,1.0467,31.7381,0.740481,194,1,13,1.63,71.92,26.64,53.98,26.64,71.92,43.53
fcc,Pr,,,0.085,,1.352,59,3.19,1.73,20.79,6,5,20,140.91,203,330,5.76,11.54,20.96,239,1.13,244,0.8,27004.9,3290,1205,10048.3,356297,3.7,152,0.12,0.15,73.93,0.109,37,29,15,2.96,2,0,0,5,0,0,0,11,1.98,32.39,16.9,43.18,36.222,46.02,25.57,23.66,1.917,0.155,612.06,0.2778,0.707107,1.9016,1.3844,4.5997,0.740481,194,3,11,1.69,46.02,25.57,23.66,25.57,46.02,19.18
fcc,Nd,,,0.094,,1.476,60,3.19,1.73,20.58,6,6,22,144.24,201,285,6.31,12.09,20.51,229,1.14,117,0.77,27507.3,3384,1290,10885.7,321128,3.4,163,0.16,0.17,71.09,0.097,41,32,16,3.2,2,0,0,6,0,0,0,10,2.15,34.89,19.72,49.78,35.188,51.11,26.78,27.26,1.769,0.187,693.9,0.2622,0.707107,2.2193,1.3301,6.2996,0.740481,194,4,10,1.74,51.11,26.78,27.26,26.78,51.11,22.23
fcc,Pm,,,0.1,,1.601,61,3.19,1.77,20.25,6,7,24,145,199,290,5.9,11.7,22,236,1.155,58,0.73,27214.2,3473,1300,12560.4,293076,2.77,166,0.15,0.18,70.29,0.129,46,33,18,3.1,2,0,0,7,0,0,0,9,2.31,36.68,21.46,53.87,34.266,54.43,27.81,29.55,1.71,0.209,735.21,0.2553,0.707107,2.4147,1.3076,7.3403,0.740481,194,5,9,1.8,54.43,27.81,29.55,27.81,54.43,24.14
fcc,Sm,,,0.104,,1.681,62,3.2,1.77,20.01,6,8,26,150.36,198,175,5.56,11.4,24,229,1.17,503,0.69,28302.8,1943,1346,11095,209340,2.14,169,0.13,0.1,69.5,0.162,50,38,20,2.85,2,0,0,8,0,0,0,8,2.42,37.6,22.49,56.25,33.596,56.24,28.28,30.93,1.672,0.223,755.55,0.2507,0.707107,2.5309,1.293,8.0455,0.740481,166,6,8,1.81,56.24,28.28,30.93,28.28,56.24,25.28
fcc,Eu,,,0.106,,1.732,63,3.2,1.77,19.97,6,9,28,151.96,198,175,5.61,11.24,24.56,233,1.185,272,0.97,26795.5,1703,1091,10467,182544,1.86,118,0.14,0.11,80.79,0.116,18,8.3,7.9,2.5,2,0,0,9,0,0,0,7,2.5,12.75,5.5,14.42,45.001,13.35,12.45,16.23,2.319,0.041,247.46,0.3115,0.707107,0.6189,1.5227,1.0229,0.740481,229,7,7,1.83,13.35,12.45,16.23,12.45,13.35,10.97
fcc,Gd,,,0.106,,1.777,64,3.2,1.77,19.9,6,10,30,157.25,196,305,5.98,12,23,237,1.2,206,0.65,36508.9,3073,1587,15491.2,216457,4.14,200,0.11,0.07,67.95,0.137,55,38,22,3.17,2,0,1,10,0,0,9,16,2.57,40.6,24.95,62.12,32.237,61.32,30.24,34.26,1.628,0.258,804.19,0.245,0.707107,2.8074,1.2757,9.4177,0.740481,194,7,7,1.84,61.32,30.24,34.26,30.24,61.32,28.02
fcc,Tb,,,0.105,0.98,1.8,65,3.21,1.82,19.32,6,11,32,158.93,194,295,6.74,12.52,22.04,221,1.21,129,0.63,27381.7,2743,1632,16328.5,301450,4.05,176,0.11,0.09,73.3,0.131,56,38.7,22,3.15,2,0,0,11,0,0,0,5,2.6,41.73,25.96,64.51,31.679,63.52,30.84,35.41,1.608,0.273,822.42,0.2424,0.707107,2.9217,1.2679,10.0464,0.740481,194,9,5,1.84,63.52,30.84,35.41,30.84,63.52,29.05
fcc,Dy,,,0.104,,1.815,66,3.21,1.82,19,6,12,34,162.5,192,280,5.8,12.6,21.83,229,1.22,117,0.61,27256.1,2603,1684,17165.9,298100,3.04,210,0.11,0.11,75.56,0.352,61,41,25,3.25,2,0,0,12,0,0,0,4,2.65,42.37,26.72,66.24,31.152,65.11,31,36.11,1.586,0.286,832.44,0.2394,0.707107,3.0073,1.2592,10.6293,0.740481,194,10,4,1.84,65.11,31,36.11,31,65.11,29.76
fcc,Ho,,,0.104,,1.82,67,3.22,1.82,18.76,6,13,36,164.93,192,265,5.85,12.7,22.1,216,1.23,58,0.59,27256.1,2763,1745,17165.9,314010,3.14,190,0.16,0.13,75.02,0.338,65,40,26,3.22,2,0,0,13,0,0,0,3,2.65,43.28,27.29,67.64,30.676,66.94,31.45,36.41,1.586,0.296,837.02,0.2395,0.707107,3.0707,1.2594,10.8451,0.740481,194,11,3,1.83,66.94,31.45,36.41,31.45,66.94,30.19
fcc,Er,,,0.1,,1.847,68,3.22,1.86,18.45,6,14,38,167.26,189,285,6.11,12.5,23,235,1.24,79,0.57,28135.3,2693,1797,17165.9,293076,3.29,188,0.14,0.12,73.18,0.312,70,44,28,3.25,2,0,0,14,0,0,0,2,2.67,43.54,27.53,68.21,30.199,67.94,31.34,36.2,1.582,0.304,831.38,0.2389,0.707107,3.0982,1.2576,11.0061,0.740481,194,12,2,1.82,67.94,31.34,36.2,31.34,67.94,30.24
fcc,Yb,,,0.043,0.46,0.264,70,3.22,1.86,17.97,6,16,42,173.04,187,160,5.9,12.1,25.61,221,1.27,159,0.73,25120.8,1593,1098,9211,167472,1.6,120,0.35,0.38,59.83,-0.02,24,31,9.9,3,2,0,0,16,0,0,0,0,1.27,15.33,9.49,23.6,40.453,20,13,18,1.616,0.078,383.78,0.2465,0.707107,1.0677,1.2713,3.6319,0.740481,225,14,0,1.27,20,13,18,13,20,13.17
fcc,Hf,1.3,1.61,0.098,1.54,2.411,72,3.6,3.05,13.45,6,4,45,178.49,175,630,5.5,14.9,21,212,1.3,151,0.39,25539.5,3473,2504,21771.4,607086,6.44,252,0.23,0.33,43.56,0.178,78,110,30,3.9,2,0,2,18,0,0,8,8,3.14,104.05,45.83,119.89,22.392,142.15,85,62.91,2.27,0.682,1026.29,0.308,0.707107,5.158,1.5067,8.8927,0.740481,194,14,0,2.29,142.15,85,62.91,85,142.15,51.46
fcc,Re,1.19,1.49,0.354,,11.108,75,5.2,6.33,8.85,6,7,54,186.21,151,705,7.87,16.6,26,217,1.9,283,0.25,25707,5915,3459,33075.7,776233,8.03,430,0.48,0.54,36.53,0.06,463,370,178,4.87,2,0,5,21,0,0,5,5,5.59,371.11,184.63,475.1,15.043,564.56,274.38,216.93,2.01,4.091,2777.33,0.2866,0.707107,20.7783,1.4177,45.7001,0.740481,194,14,0,3.35,564.56,274.38,216.93,274.38,564.56,192.98
fcc,Os,1.17,1.48,0.779,,19.971,76,5.4,6.33,8.45,6,8,57,190.2,144,630,8.7,17,25,216,2.2,346,0.23,24911.5,5573,3306,29307.6,730597,8.17,500,0.88,1.1,32.64,1.078,560,462,222,4.83,2,0,6,22,0,0,4,4,6.89,398.15,223.84,565.53,14.419,580.2,307.12,311.75,1.779,5.175,3227.49,0.2633,0.707107,25.1906,1.3337,70.7476,0.740481,194,14,0,3.39,580.2,307.12,311.75,307.12,580.2,253.35
fcc,Ir,1.16,1.468,0.616,2.53,15.467,77,5.55,6.13,8.52,6,9,60,192.22,141,560,9.2,17,27,202,2.2,169,0.23,25120.8,4450,2720,26376.8,633463,6.94,420,1.47,1.96,35.51,1.564,528,320,210,5.27,2,0,7,23,0,0,3,3,4.74,348.24,216.35,537.7,14.616,580.82,231.95,249.85,1.61,4.934,3162.05,0.2427,0.707107,24.3477,1.2687,83.5032,0.740481,225,14,0,1.89,580.82,231.95,249.85,231.95,580.82,224.71
fcc,Pt,1.24,1.46,0.102,1.6,1.5,78,5.65,5.64,9.1,6,10,63,195.08,136,490,8.96,18.54,29,209,2.28,171,0.24,25916.3,3980,2045,19678,564381,5.84,240,0.72,0.96,41.63,2.125,168,230,61,5.65,1,0,9,24,1,0,1,2,2.37,249.17,43.87,124.32,15.833,296.36,225.58,50.65,5.679,0.924,694.63,0.4168,0.707107,4.9374,2.3832,1.3601,0.740481,225,14,0,0.84,296.36,225.58,50.65,225.58,296.36,45.56
fcc,Au,1.21,1.45,0.054,0.75,0.721,79,5.15,3.87,10.2,6,11,66,196.97,136,330,9.22,20.5,30,166,2.54,147,0.27,25413.9,3120,1336,12372,787118,3.81,165,3.17,4.55,47.49,2.309,78,180,27,5.1,1,0,10,25,1,0,0,1,1.35,144.15,19.21,55.18,18.191,159.07,136.69,27.59,7.503,0.352,349.47,0.4362,0.707107,2.1621,2.7392,0.3412,0.740481,225,14,0,0.57,159.07,136.69,27.59,136.69,159.07,22.13
fcc,Pb,0.96,1.13,0.067,0.28,1.016,82,4.1,1.52,18.28,6,14,77,207.2,146,178,7.42,15.03,31.93,202,2.33,104,0.45,26460.6,2024,600.7,4777.1,196361,2.03,105,0.35,0.48,64.8,0.357,16,46,5.6,4.25,2,2,10,28,0,4,0,4,1.07,65.21,15.74,43.7,31.931,75.18,60.22,25.76,4.143,0.164,502.5,0.3883,0.707107,1.7711,2.0356,0.9166,0.740481,225,14,0,0.53,75.18,60.22,25.76,60.22,75.18,19.67
hcp,Li,0.985,0.625,0.022,0.5,0.397,3,2.85,0.94,13,2,1,6,6.94,128,147,5.39,75.62,122.42,182,0.98,29,9.7,24744,1623,454,2985,160940,1.63,344,0.85,1.07,29.12,0.62,4.9,6,1.75,2.9,1,0,0,1,1,0,0,1,0.75,13.44,3.28,9.1,20.333,21.28,9.52,2.33,4.098,0.054,66.69,0.3871,1.223451,0.6387,2.0244,0.1953,0.740481,229,0,0,0.61,19.01,13.05,2.01,7.76,25.82,2.98
hcp,Be,0.64,0.44,0.809,1.9,15.09,4,5.05,4.66,4.9,2,2,12,9.01,96,297,9.32,18.21,153.85,153,1.57,61,2.8,16454.1,2744,1562,11723,325314,3.32,1440,2,3.08,9.5,-0.5,287,130,132,4.98,2,0,0,2,0,0,0,0,1.85,121.68,158.05,330.89,7.918,334.08,15.48,158.18,0.77,6.654,1251.4,0.046,1.266914,31.8691,0.8774,266.653,0.740481,194,0,0,0.99,312.18,24.6,165.38,10.93,377.87,143.79
hcp,Na,1.1,1.55,0.018,0.21,0.194,11,2.7,0.55,23.78,3,1,5,22.99,166,97.7,5.14,47.29,71.8,227,0.93,83,5.3,28219,1173,371,2600,108019,1.11,158,1.41,2.11,51.3,0.55,10,6.3,3.3,2.75,1,0,0,1,1,0,0,1,0.62,8.21,2.52,6.86,37.178,14.34,5.14,1.8,3.253,0.023,93.78,0.3606,1.234227,0.4955,1.8036,0.2384,0.740481,229,0,0,0.43,13.03,7.72,1.38,3.85,16.95,2.66
hcp,Mg,0.9,1.13,0.102,0.59,1.498,12,3.45,1.6,14,3,2,11,24.31,141,128,7.64,15.03,78.2,173,1.31,98,3,24911.5,1376,922,8959.8,147375,1.51,400,1.56,2.33,32.67,-0.4,45,45,17,3.66,2,0,0,2,0,0,0,0,1.28,35.84,15.88,41.52,22.887,60.28,23.62,14.57,2.256,0.231,363.55,0.3069,1.24154,3.1388,1.5021,3.1204,0.740481,194,0,0,0.8,58.07,27.6,14.23,21.63,64.7,15.23
hcp,Si,0.68,0.74,0.37,1.38,8.073,14,4.7,3.38,8.6,3,14,80,28.09,111,359,8.15,16.34,33.46,210,1.9,157,2.2,19803.6,2890,1687,4647.4,439614,4.63,300,1.48,10,18.81,1.39,47,100,43.9,4.85,2,2,0,4,0,4,0,4,4,80.94,26.77,72.33,14.602,115.86,63.48,28.88,3.024,0.611,390.88,0.351,1.163119,4.9555,1.7388,2.9282,0.740481,227,0,0,0.11,113.14,75.05,33.79,57.7,121.28,19.05
hcp,K,1.54,2.15,0.016,0.11,0.095,19,2.25,0.27,45.63,4,1,4,39.1,203,76.9,4.34,31.81,45.9,275,0.82,87,6,29977.5,1049,336,2319.5,89974,0.93,91,1.02,1.39,64.68,0.5,3.42,3.1,1.3,2.3,1,0,0,1,1,0,0,1,0.6,3.62,1.25,3.37,74.018,6.18,2.34,0.98,2.893,0.006,92.63,0.345,1.227557,0.2445,1.701,0.1495,0.740481,229,0,0,0.4,5.75,3.14,0.82,1.94,7.05,1.31
hcp,Ca,1.32,1.68,0.026,0.47,0.42,20,2.55,0.75,26.2,4,2,10,40.08,176,155,6.11,11.87,51.21,231,1,163,3.3,26376.8,1762,1113,8666.7,176264,1.84,230,2,2.78,41.59,0.025,20,17,7.4,2.87,2,0,0,2,0,0,0,0,1.63,17.9,10.63,26.63,41.93,36.46,8.62,9.08,1.683,0.085,445.83,0.2519,1.207963,2.0442,1.2974,3.7526,0.740481,225,0,0,1.11,33.14,13.19,8.64,6.33,43.1,9.97
hcp,Sc,1.22,1.53,0.228,1.25,2.809,21,3.25,2.05,15.03,4,3,16,44.96,170,318,6.56,12.89,24.75,211,1.36,93,1.7,25162.7,2900,1814,16119.2,338293,3.9,360,0.16,0.21,34.64,0.188,74.4,56.6,29.1,3.4,2,0,1,3,0,0,9,9,2.79,56.4,33.8,84.51,24.47,104.93,32.13,32.25,1.669,0.46,827.07,0.2501,1.288921,6.9335,1.2917,12.1394,0.740481,194,0,0,1.98,104.8,37.7,31.6,29.35,105.18,33.55
hcp,Ti,1.15,1.43,0.41,1.96,4.387,22,3.8,3.51,10.58,4,4,47,47.87,160,425,3.83,13.57,28.14,187,1.54,568,1.1,25037.1,3442,1946,15491.2,472271,4.85,420,0.22,0.23,30.72,0.076,116,110,44,4.33,2,0,2,4,0,0,8,8,2.76,114.91,44.31,117.78,17.294,179.72,82.51,41.8,2.594,0.854,766.23,0.3291,1.263292,8.9081,1.6105,6.5867,0.740481,194,0,0,2.16,174.83,87.49,40.87,80.01,189.5,43.67
hcp,Mn,0.99,1.23,0.323,,6.048,25,4.45,4.17,7.35,4,7,56,54.94,139,220,7.43,15.64,33.69,197,1.55,579,0.71,26335,3292,1520,14653.8,293495,2.92,410,0.08,0.072,32.22,-0.5,198,120,76.4,4.1,2,0,5,7,0,0,5,5,3.08,286.44,114.25,302.53,10.754,473.44,192.95,101.83,2.507,3.541,1228.59,0.324,1.236509,22.4838,1.5834,18.1752,0.740481,217,0,0,2.66,446.86,244.59,102.18,167.12,526.61,101.13
hcp,Fe,0.95,1.16,0.107,3.19,11.344,26,4.93,5.55,7.09,4,8,59,55.85,132,347,7.9,16.18,30.64,194,1.83,3045,0.66,25078.9,3160,1811,15365.6,417843,4.28,470,0.8,1.02,27.28,0.153,211,170,82,4.5,2,0,6,8,0,0,4,4,3.95,291.61,179.3,446.41,10.179,555.37,159.73,168.58,1.626,5.872,1825.15,0.2448,1.266255,36.1352,1.2753,67.7897,0.740481,229,0,0,2.73,533.81,176.97,163.66,151.11,598.49,178.42
